Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Sales,Net_Amount,Profit,Month,Year,Weekday
ORD1186,31-03-2025,Vikas,vikas44gmail.com,9462113296.0,Mumbai,Maharashtra,Chair,Furniture,-1.0,499.0,10.0,Card,Pending,07-04-2025,-499.0,-449.1,-89.82000000000001,March,2025,Monday
ORD1187,06-06-2025,Rahul,rahul91@gmail.com,9299209389.0,Delhi,Delhi,Mouse,Electronics,5.0,2599.0,,Card,Returned,13-06-2025,12995.0,12995.0,2599.0,June,2025,Friday
ORD1188,18-02-2025,Rohit,rohit68@gmail.com,9134839694.0,Mumbai,Maharashtra,Mouse,Electronics,-1.0,2599.0,15.0,COD,Cancelled,28-02-2025,-2599.0,-2209.15,-441.83000000000004,February,2025,Tuesday
ORD1190,27-06-2025,Rohit,rohit72@gmail.com,9828064790.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,1499.0,,NetBanking,Delivered,30-06-2025,4497.0,4497.0,899.4000000000001,June,2025,Friday
ORD1192,10-04-2025,Sneha,sneha47@gmail.com,9346739926.0,Lucknow,UP,Chair,Furniture,2.0,1499.0,,UPI,Returned,20-04-2025,2998.0,2998.0,599.6,April,2025,Thursday
ORD1193,24-02-2025,Rahul,rahul83@gmail.com,9914184322.0,Pune,Maharashtra,Bottle,Home,3.0,499.0,,Wallet,Returned,01-03-2025,1497.0,1497.0,299.40000000000003,February,2025,Monday
ORD1194,17-05-2025,Neha,neha48@gmail.com,9251581328.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,1499.0,,Card,Delivered,27-05-2025,7495.0,7495.0,1499.0,May,2025,Saturday
ORD1195,26-06-2025,Rahul,rahul97@gmail.com,9670476961.0,Pune,Maharashtra,Shoes,Fashion,2.0,9999.0,20.0,COD,Delivered,01-07-2025,19998.0,15998.400000000001,3199.6800000000003,June,2025,Thursday
ORD1196,19-05-2025,Rohit,rohit36@gmail.com,9343829003.0,Lucknow,UP,Laptop,Electronics,4.0,9999.0,20.0,COD,Delivered,26-05-2025,39996.0,31996.800000000003,6399.360000000001,May,2025,Monday
ORD1197,31-03-2025,Rahul,rahul76@gmail.com,9977813525.0,Mumbai,Maharashtra,Watch,Fashion,5.0,499.0,,COD,Delivered,07-04-2025,2495.0,2495.0,499.0,March,2025,Monday
ORD1199,16-03-2025,Priya,priya25@gmail.com,9827915503.0,Mumbai,Maharashtra,Chair,Furniture,-1.0,499.0,,NetBanking,Returned,25-03-2025,-499.0,-499.0,-99.80000000000001,March,2025,Sunday
ORD1201,24-01-2025,Rohit,rohit31@gmail.com,9117012775.0,Bengaluru,Karnataka,Shoes,Fashion,2.0,1999.0,0.0,UPI,Delivered,29-01-2025,3998.0,3998.0,799.6,January,2025,Friday
ORD1202,16-05-2025,Rohit,rohit29@gmail.com,9297341581.0,Bengaluru,Karnataka,Chair,Furniture,5.0,9999.0,,Wallet,Delivered,21-05-2025,49995.0,49995.0,9999.0,May,2025,Friday
ORD1203,29-04-2025,Vikas,vikas36@gmail.com,9900923665.0,Bengaluru,Karnataka,Bottle,Home,4.0,2599.0,20.0,UPI,Cancelled,07-05-2025,10396.0,8316.800000000001,1663.3600000000004,April,2025,Tuesday
ORD1204,27-04-2025,Amit,amit28@gmail.com,9221581146.0,Lucknow,UP,Chair,Furniture,2.0,2599.0,,NetBanking,Pending,02-05-2025,5198.0,5198.0,1039.6000000000001,April,2025,Sunday
ORD1206,17-03-2025,Vikas,vikas95@gmail.com,9428593006.0,Bengaluru,Karnataka,Chair,Furniture,2.0,9999.0,0.0,UPI,Cancelled,22-03-2025,19998.0,19998.0,3999.6000000000004,March,2025,Monday
ORD1212,14-01-2025,Rohit,rohit67@gmail.com,9919764359.0,Pune,Maharashtra,Laptop,Electronics,5.0,1999.0,20.0,NetBanking,Delivered,23-01-2025,9995.0,7996.0,1599.2,January,2025,Tuesday
ORD1213,24-03-2025,Vikas,vikas32@gmail.com,9725923904.0,Mumbai,Maharashtra,Mouse,Electronics,5.0,1499.0,0.0,UPI,Cancelled,03-04-2025,7495.0,7495.0,1499.0,March,2025,Monday
ORD1215,11-04-2025,Vikas,vikas57@gmail.com,9116763158.0,Jaipur,Rajasthan,Mouse,Electronics,5.0,9999.0,,Wallet,Returned,18-04-2025,49995.0,49995.0,9999.0,April,2025,Friday
ORD1217,25-04-2025,Neha,neha6gmail.com,9913448662.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,9999.0,10.0,Card,Returned,28-04-2025,49995.0,44995.5,8999.1,April,2025,Friday
ORD1218,21-05-2025,Amit,amit29@gmail.com,9171906382.0,Lucknow,UP,Bottle,Home,2.0,1499.0,20.0,UPI,Returned,23-05-2025,2998.0,2398.4,479.68000000000006,May,2025,Wednesday
ORD1220,04-04-2025,Rohit,rohit96@gmail.com,,Bengaluru,Karnataka,Watch,Fashion,1.0,9999.0,10.0,COD,Returned,08-04-2025,9999.0,8999.1,1799.8200000000002,April,2025,Friday
ORD1221,02-02-2025,Vikas,vikas94@gmail.com,9250810488.0,Lucknow,UP,Bottle,Home,5.0,999.0,15.0,NetBanking,Returned,08-02-2025,4995.0,4245.75,849.1500000000001,February,2025,Sunday
ORD1222,27-05-2025,Sneha,sneha39@gmail.com,9835766723.0,Lucknow,UP,Watch,Fashion,3.0,4999.0,15.0,Wallet,Returned,29-05-2025,14997.0,12747.449999999999,2549.49,May,2025,Tuesday
ORD1223,01-05-2025,Vikas,vikas81@gmail.com,9706847038.0,Pune,Maharashtra,Watch,Fashion,5.0,4999.0,10.0,COD,Cancelled,10-05-2025,24995.0,22495.5,4499.1,May,2025,Thursday
ORD1224,15-03-2025,Rahul,rahul61@gmail.com,9378954231.0,Mumbai,Maharashtra,Mouse,Electronics,2.0,4999.0,0.0,COD,Returned,20-03-2025,9998.0,9998.0,1999.6000000000001,March,2025,Saturday
ORD1226,16-01-2025,Rohit,rohit61@gmail.com,9334158867.0,Mumbai,Maharashtra,Watch,Fashion,5.0,499.0,20.0,UPI,Cancelled,19-01-2025,2495.0,1996.0,399.20000000000005,January,2025,Thursday
ORD1227,15-01-2025,Rohit,rohit73@gmail.com,9753446036.0,Lucknow,UP,Bottle,Home,2.0,499.0,10.0,NetBanking,Returned,22-01-2025,998.0,898.2,179.64000000000001,January,2025,Wednesday
ORD1228,06-03-2025,Priya,priya72@gmail.com,9286654600.0,Bengaluru,Karnataka,Shoes,Fashion,2.0,499.0,15.0,Wallet,Pending,12-03-2025,998.0,848.3,169.66,March,2025,Thursday
ORD1229,06-06-2025,Rohit,rohit55@gmail.com,9202480572.0,Jaipur,Rajasthan,Bottle,Home,5.0,499.0,10.0,Wallet,Returned,10-06-2025,2495.0,2245.5,449.1,June,2025,Friday
ORD1230,23-01-2025,Priya,priya62@gmail.com,9703144165.0,Delhi,Delhi,Shoes,Fashion,3.0,4999.0,,NetBanking,Delivered,02-02-2025,14997.0,14997.0,2999.4,January,2025,Thursday
ORD1231,07-05-2025,Neha,neha57@gmail.com,9311923454.0,Lucknow,UP,Bottle,Home,2.0,499.0,,UPI,Delivered,10-05-2025,998.0,998.0,199.60000000000002,May,2025,Wednesday
ORD1233,23-04-2025,Amit,amit78@gmail.com,9170597569.0,Delhi,Delhi,Bottle,Home,4.0,999.0,20.0,NetBanking,Pending,30-04-2025,3996.0,3196.8,639.3600000000001,April,2025,Wednesday
ORD1235,10-06-2025,Rohit,rohit82@gmail.com,9786681008.0,Mumbai,Maharashtra,Laptop,Electronics,5.0,9999.0,,Wallet,Returned,18-06-2025,49995.0,49995.0,9999.0,June,2025,Tuesday
ORD1236,30-03-2025,Sneha,sneha52@gmail.com,9467598211.0,Pune,Maharashtra,Shoes,Fashion,5.0,4999.0,20.0,UPI,Returned,08-04-2025,24995.0,19996.0,3999.2000000000003,March,2025,Sunday
ORD1237,08-02-2025,Sneha,sneha64@gmail.com,9609840956.0,Delhi,Delhi,Mouse,Electronics,5.0,2599.0,10.0,NetBanking,Pending,12-02-2025,12995.0,11695.5,2339.1,February,2025,Saturday
ORD1238,13-02-2025,Sneha,sneha20@gmail.com,9215923777.0,Jaipur,Rajasthan,Chair,Furniture,3.0,2599.0,20.0,Wallet,Returned,22-02-2025,7797.0,6237.6,1247.5200000000002,February,2025,Thursday
ORD1239,02-02-2025,Amit,amit99@gmail.com,9298132383.0,Delhi,Delhi,Mouse,Electronics,4.0,4999.0,20.0,COD,Delivered,09-02-2025,19996.0,15996.800000000001,3199.3600000000006,February,2025,Sunday
ORD1241,13-04-2025,Rahul,rahul74@gmail.com,9266228954.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,,COD,Cancelled,15-04-2025,7495.0,7495.0,1499.0,April,2025,Sunday
ORD1242,18-06-2025,Priya,priya44@gmail.com,,Bengaluru,Karnataka,Chair,Furniture,4.0,9999.0,20.0,NetBanking,Returned,22-06-2025,39996.0,31996.800000000003,6399.360000000001,June,2025,Wednesday
ORD1244,19-01-2025,Amit,amit54@gmail.com,9855809712.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,499.0,10.0,Card,Pending,23-01-2025,2495.0,2245.5,449.1,January,2025,Sunday
ORD1245,20-04-2025,Rahul,rahul89@gmail.com,9549999839.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,10.0,COD,Pending,29-04-2025,7495.0,6745.5,1349.1000000000001,April,2025,Sunday
ORD1247,28-06-2025,Amit,amit15@gmail.com,9343013197.0,Delhi,Delhi,Chair,Furniture,5.0,1999.0,5.0,Card,Delivered,01-07-2025,9995.0,9495.25,1899.0500000000002,June,2025,Saturday
ORD1248,13-06-2025,Priya,priya58gmail.com,9202774742.0,Bengaluru,Karnataka,Mouse,Electronics,3.0,4999.0,20.0,Card,Pending,19-06-2025,14997.0,11997.6,2399.52,June,2025,Friday
ORD1249,17-04-2025,Vikas,vikas45@gmail.com,9491984023.0,Mumbai,Maharashtra,Mouse,Electronics,5.0,499.0,,COD,Cancelled,19-04-2025,2495.0,2495.0,499.0,April,2025,Thursday
ORD1251,26-06-2025,Neha,neha24@gmail.com,9849220357.0,Mumbai,Maharashtra,Watch,Fashion,3.0,1999.0,20.0,Wallet,Cancelled,05-07-2025,5997.0,4797.6,959.5200000000001,June,2025,Thursday
ORD1253,27-03-2025,Priya,priya3@gmail.com,9739892616.0,Pune,Maharashtra,Laptop,Electronics,5.0,1999.0,0.0,NetBanking,Cancelled,01-04-2025,9995.0,9995.0,1999.0,March,2025,Thursday
ORD1256,02-01-2025,Rahul,rahul71@gmail.com,9808851312.0,Mumbai,Maharashtra,Laptop,Electronics,2.0,499.0,15.0,COD,Pending,07-01-2025,998.0,848.3,169.66,January,2025,Thursday
ORD1257,23-06-2025,Vikas,vikas26@gmail.com,9828811528.0,Mumbai,Maharashtra,Watch,Fashion,-1.0,9999.0,15.0,COD,Returned,25-06-2025,-9999.0,-8499.15,-1699.83,June,2025,Monday
ORD1258,13-02-2025,Neha,neha55@gmail.com,9196604908.0,Lucknow,UP,Shoes,Fashion,2.0,4999.0,15.0,NetBanking,Delivered,21-02-2025,9998.0,8498.3,1699.6599999999999,February,2025,Thursday
ORD1259,21-03-2025,Rahul,rahul55@gmail.com,9414758374.0,Delhi,Delhi,Mouse,Electronics,5.0,999.0,0.0,Wallet,Returned,23-03-2025,4995.0,4995.0,999.0,March,2025,Friday
ORD1260,20-02-2025,Sneha,sneha41@gmail.com,9970915750.0,Delhi,Delhi,Bottle,Home,-1.0,1499.0,,Wallet,Returned,26-02-2025,-1499.0,-1499.0,-299.8,February,2025,Thursday
ORD1262,29-06-2025,Sneha,sneha24@gmail.com,9282445351.0,Pune,Maharashtra,Bottle,Home,5.0,499.0,10.0,Card,Returned,07-07-2025,2495.0,2245.5,449.1,June,2025,Sunday
ORD1263,23-05-2025,Amit,amit89@gmail.com,9432372075.0,Mumbai,Maharashtra,Laptop,Electronics,3.0,1999.0,10.0,Wallet,Returned,31-05-2025,5997.0,5397.3,1079.46,May,2025,Friday
ORD1266,12-04-2025,Sneha,sneha10@gmail.com,9408316749.0,Mumbai,Maharashtra,Shoes,Fashion,3.0,499.0,15.0,COD,Delivered,16-04-2025,1497.0,1272.45,254.49,April,2025,Saturday
ORD1267,09-01-2025,Neha,neha54@gmail.com,9588418445.0,Mumbai,Maharashtra,Mouse,Electronics,4.0,499.0,10.0,Wallet,Cancelled,17-01-2025,1996.0,1796.4,359.28000000000003,January,2025,Thursday
ORD1268,12-02-2025,Neha,neha99@gmail.com,9434349945.0,Jaipur,Rajasthan,Watch,Fashion,3.0,9999.0,20.0,UPI,Pending,18-02-2025,29997.0,23997.600000000002,4799.52,February,2025,Wednesday
ORD1269,07-03-2025,Sneha,sneha66@gmail.com,9218301286.0,Lucknow,UP,Mouse,Electronics,-1.0,999.0,,COD,Pending,11-03-2025,-999.0,-999.0,-199.8,March,2025,Friday
ORD1271,12-06-2025,Rohit,rohit72@gmail.com,9387139728.0,Pune,Maharashtra,Shoes,Fashion,5.0,2599.0,0.0,UPI,Returned,17-06-2025,12995.0,12995.0,2599.0,June,2025,Thursday
ORD1273,19-05-2025,Vikas,vikas29@gmail.com,9933581073.0,Bengaluru,Karnataka,Bottle,Home,5.0,999.0,15.0,NetBanking,Pending,28-05-2025,4995.0,4245.75,849.1500000000001,May,2025,Monday
ORD1275,15-03-2025,Priya,priya71@gmail.com,9884785474.0,Pune,Maharashtra,Shoes,Fashion,1.0,1999.0,0.0,COD,Returned,,1999.0,1999.0,399.8,March,2025,Saturday
ORD1276,22-01-2025,Rahul,rahul20@gmail.com,9738093025.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,1999.0,5.0,Wallet,Cancelled,28-01-2025,1999.0,1899.05,379.81,January,2025,Wednesday
ORD1277,21-03-2025,Sneha,sneha4@gmail.com,9514685895.0,Bengaluru,Karnataka,Chair,Furniture,2.0,2599.0,15.0,COD,Returned,29-03-2025,5198.0,4418.3,883.6600000000001,March,2025,Friday
ORD1278,31-05-2025,Amit,amit21@gmail.com,9142819354.0,Pune,Maharashtra,Watch,Fashion,2.0,4999.0,0.0,UPI,Delivered,04-06-2025,9998.0,9998.0,1999.6000000000001,May,2025,Saturday
ORD1281,19-01-2025,Amit,amit29@gmail.com,9979454031.0,Jaipur,Rajasthan,Mouse,Electronics,-1.0,1999.0,20.0,COD,Delivered,22-01-2025,-1999.0,-1599.2,-319.84000000000003,January,2025,Sunday
ORD1282,13-03-2025,Amit,amit69@gmail.com,9644434191.0,Bengaluru,Karnataka,Mouse,Electronics,-1.0,499.0,20.0,NetBanking,Returned,16-03-2025,-499.0,-399.20000000000005,-79.84000000000002,March,2025,Thursday
ORD1283,26-04-2025,Vikas,vikas32@gmail.com,9297674020.0,Jaipur,Rajasthan,Laptop,Electronics,5.0,1499.0,20.0,COD,Returned,06-05-2025,7495.0,5996.0,1199.2,April,2025,Saturday
ORD1285,13-05-2025,Rahul,rahul62@gmail.com,9780966201.0,Lucknow,UP,Watch,Fashion,1.0,1999.0,0.0,UPI,Cancelled,18-05-2025,1999.0,1999.0,399.8,May,2025,Tuesday
ORD1286,03-04-2025,Sneha,sneha18@gmail.com,,Mumbai,Maharashtra,Shoes,Fashion,5.0,999.0,0.0,Card,Delivered,06-04-2025,4995.0,4995.0,999.0,April,2025,Thursday
ORD1289,31-03-2025,Vikas,vikas42@gmail.com,9651366276.0,Jaipur,Rajasthan,Watch,Fashion,5.0,999.0,,COD,Delivered,03-04-2025,4995.0,4995.0,999.0,March,2025,Monday
ORD1290,06-03-2025,Priya,priya70@gmail.com,9708434568.0,Bengaluru,Karnataka,Laptop,Electronics,-1.0,9999.0,15.0,Card,Delivered,08-03-2025,-9999.0,-8499.15,-1699.83,March,2025,Thursday
ORD1291,26-03-2025,Amit,amit94@gmail.com,9934522676.0,Delhi,Delhi,Bottle,Home,2.0,999.0,,Card,Pending,29-03-2025,1998.0,1998.0,399.6,March,2025,Wednesday
ORD1295,24-06-2025,Priya,priya27@gmail.com,9733464584.0,Lucknow,UP,Watch,Fashion,-1.0,4999.0,5.0,NetBanking,Cancelled,04-07-2025,-4999.0,-4749.05,-949.8100000000001,June,2025,Tuesday
ORD1298,03-02-2025,Amit,amit54@gmail.com,9454902491.0,Pune,Maharashtra,Watch,Fashion,-1.0,1999.0,,Wallet,Pending,09-02-2025,-1999.0,-1999.0,-399.8,February,2025,Monday
ORD1299,12-05-2025,Rohit,rohit84@gmail.com,9519363731.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,1999.0,0.0,UPI,Returned,18-05-2025,9995.0,9995.0,1999.0,May,2025,Monday
ORD1300,25-02-2025,Amit,amit19@gmail.com,9222483704.0,Jaipur,Rajasthan,Bottle,Home,1.0,499.0,5.0,NetBanking,Delivered,,499.0,474.04999999999995,94.81,February,2025,Tuesday
ORD1302,20-05-2025,Amit,amit79@gmail.com,9239911474.0,Bengaluru,Karnataka,Watch,Fashion,2.0,4999.0,,COD,Returned,30-05-2025,9998.0,9998.0,1999.6000000000001,May,2025,Tuesday
ORD1304,17-02-2025,Priya,priya53@gmail.com,9555193174.0,Pune,Maharashtra,Bottle,Home,-1.0,1999.0,,UPI,Pending,25-02-2025,-1999.0,-1999.0,-399.8,February,2025,Monday
ORD1305,09-02-2025,Vikas,vikas86@gmail.com,9523265367.0,Bengaluru,Karnataka,Chair,Furniture,4.0,1999.0,,COD,Delivered,12-02-2025,7996.0,7996.0,1599.2,February,2025,Sunday
ORD1307,19-02-2025,Amit,amit22@gmail.com,9261952088.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,9999.0,,NetBanking,Delivered,26-02-2025,49995.0,49995.0,9999.0,February,2025,Wednesday
ORD1308,09-02-2025,Rahul,rahul41@gmail.com,,Delhi,Delhi,Chair,Furniture,2.0,1499.0,5.0,COD,Pending,12-02-2025,2998.0,2848.1,569.62,February,2025,Sunday
ORD1309,08-04-2025,Sneha,sneha88@gmail.com,9392114679.0,Jaipur,Rajasthan,Shoes,Fashion,2.0,1999.0,20.0,COD,Cancelled,18-04-2025,3998.0,3198.4,639.6800000000001,April,2025,Tuesday
ORD1310,10-03-2025,Amit,amit7gmail.com,9303283049.0,Lucknow,UP,Bottle,Home,5.0,2599.0,10.0,Card,Cancelled,13-03-2025,12995.0,11695.5,2339.1,March,2025,Monday
ORD1311,23-06-2025,Sneha,sneha18@gmail.com,9199150123.0,Jaipur,Rajasthan,Bottle,Home,4.0,1999.0,15.0,Wallet,Pending,02-07-2025,7996.0,6796.599999999999,1359.32,June,2025,Monday
ORD1312,03-02-2025,Amit,amit19@gmail.com,9113360501.0,Pune,Maharashtra,Laptop,Electronics,5.0,9999.0,5.0,COD,Cancelled,08-02-2025,49995.0,47495.25,9499.050000000001,February,2025,Monday
ORD1313,12-03-2025,Vikas,vikas2@gmail.com,9296775424.0,Lucknow,UP,Bottle,Home,2.0,499.0,10.0,Wallet,Returned,18-03-2025,998.0,898.2,179.64000000000001,March,2025,Wednesday
ORD1314,14-01-2025,Vikas,vikas8@gmail.com,9612657813.0,Pune,Maharashtra,Chair,Furniture,5.0,4999.0,5.0,COD,Delivered,17-01-2025,24995.0,23745.25,4749.05,January,2025,Tuesday
ORD1318,21-02-2025,Rahul,rahul73@gmail.com,9771789560.0,Bengaluru,Karnataka,Bottle,Home,2.0,499.0,10.0,NetBanking,Cancelled,25-02-2025,998.0,898.2,179.64000000000001,February,2025,Friday
ORD1321,18-06-2025,Vikas,vikas53@gmail.com,9910821614.0,Mumbai,Maharashtra,Bottle,Home,3.0,999.0,20.0,NetBanking,Returned,22-06-2025,2997.0,2397.6,479.52,June,2025,Wednesday
ORD1322,16-04-2025,Vikas,vikas30@gmail.com,9997851784.0,Pune,Maharashtra,Mouse,Electronics,5.0,4999.0,5.0,Card,Returned,21-04-2025,24995.0,23745.25,4749.05,April,2025,Wednesday
ORD1323,04-01-2025,Priya,priya11@gmail.com,9838548948.0,Jaipur,Rajasthan,Shoes,Fashion,2.0,9999.0,5.0,COD,Pending,11-01-2025,19998.0,18998.1,3799.62,January,2025,Saturday
ORD1325,29-05-2025,Amit,amit47@gmail.com,9397896952.0,Pune,Maharashtra,Mouse,Electronics,2.0,2599.0,0.0,Card,Pending,,5198.0,5198.0,1039.6000000000001,May,2025,Thursday
ORD1327,23-06-2025,Amit,amit42@gmail.com,9292419662.0,Delhi,Delhi,Laptop,Electronics,2.0,1999.0,10.0,Wallet,Pending,01-07-2025,3998.0,3598.2000000000003,719.6400000000001,June,2025,Monday
ORD1328,15-05-2025,Amit,amit64@gmail.com,9310217232.0,Mumbai,Maharashtra,Chair,Furniture,3.0,1999.0,,NetBanking,Returned,21-05-2025,5997.0,5997.0,1199.4,May,2025,Thursday
ORD1329,09-05-2025,Rahul,rahul90@gmail.com,9706293416.0,Delhi,Delhi,Bottle,Home,5.0,4999.0,20.0,NetBanking,Returned,17-05-2025,24995.0,19996.0,3999.2000000000003,May,2025,Friday
ORD1330,06-06-2025,Vikas,vikas41@gmail.com,,Lucknow,UP,Mouse,Electronics,3.0,9999.0,0.0,UPI,Pending,10-06-2025,29997.0,29997.0,5999.400000000001,June,2025,Friday
ORD1331,23-06-2025,Sneha,sneha20@gmail.com,9561744309.0,Pune,Maharashtra,Mouse,Electronics,5.0,4999.0,,COD,Delivered,27-06-2025,24995.0,24995.0,4999.0,June,2025,Monday
ORD1334,27-02-2025,Rahul,rahul98@gmail.com,9151907626.0,Pune,Maharashtra,Bottle,Home,3.0,1999.0,0.0,Card,Returned,08-03-2025,5997.0,5997.0,1199.4,February,2025,Thursday
ORD1335,08-04-2025,Rohit,rohit34@gmail.com,9113457890.0,Lucknow,UP,Chair,Furniture,3.0,2599.0,0.0,Card,Pending,17-04-2025,7797.0,7797.0,1559.4,April,2025,Tuesday
ORD1337,04-02-2025,Rahul,rahul58@gmail.com,9753076727.0,Jaipur,Rajasthan,Laptop,Electronics,4.0,999.0,,NetBanking,Cancelled,13-02-2025,3996.0,3996.0,799.2,February,2025,Tuesday
ORD1338,13-06-2025,Neha,neha99@gmail.com,9429636320.0,Lucknow,UP,Laptop,Electronics,5.0,4999.0,,Wallet,Pending,16-06-2025,24995.0,24995.0,4999.0,June,2025,Friday
ORD1339,23-02-2025,Rahul,rahul24@gmail.com,9301753805.0,Lucknow,UP,Watch,Fashion,3.0,499.0,0.0,COD,Delivered,27-02-2025,1497.0,1497.0,299.40000000000003,February,2025,Sunday
ORD1340,27-03-2025,Rohit,rohit84@gmail.com,9258772494.0,Mumbai,Maharashtra,Shoes,Fashion,4.0,1499.0,,Card,Delivered,06-04-2025,5996.0,5996.0,1199.2,March,2025,Thursday
ORD1341,05-05-2025,Rahul,rahul93gmail.com,9182121049.0,Jaipur,Rajasthan,Laptop,Electronics,1.0,4999.0,15.0,Card,Pending,15-05-2025,4999.0,4249.15,849.8299999999999,May,2025,Monday
ORD1343,23-02-2025,Rahul,rahul12@gmail.com,9783047502.0,Jaipur,Rajasthan,Laptop,Electronics,4.0,2599.0,0.0,NetBanking,Returned,27-02-2025,10396.0,10396.0,2079.2000000000003,February,2025,Sunday
ORD1345,05-06-2025,Sneha,sneha27@gmail.com,9536056189.0,Delhi,Delhi,Mouse,Electronics,1.0,499.0,20.0,NetBanking,Returned,15-06-2025,499.0,399.20000000000005,79.84000000000002,June,2025,Thursday
ORD1346,07-05-2025,Vikas,vikas51@gmail.com,9654467591.0,Lucknow,UP,Chair,Furniture,2.0,9999.0,,UPI,Pending,14-05-2025,19998.0,19998.0,3999.6000000000004,May,2025,Wednesday
ORD1347,29-03-2025,Sneha,sneha3@gmail.com,9348019295.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,499.0,,UPI,Pending,31-03-2025,499.0,499.0,99.80000000000001,March,2025,Saturday
ORD1348,07-05-2025,Rahul,rahul68@gmail.com,9857040338.0,Mumbai,Maharashtra,Mouse,Electronics,2.0,499.0,5.0,COD,Delivered,09-05-2025,998.0,948.0999999999999,189.62,May,2025,Wednesday
ORD1349,21-03-2025,Amit,amit68@gmail.com,9794705508.0,Pune,Maharashtra,Bottle,Home,5.0,999.0,20.0,UPI,Delivered,23-03-2025,4995.0,3996.0,799.2,March,2025,Friday
ORD1350,10-04-2025,Rohit,rohit72@gmail.com,9665886128.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,9999.0,5.0,Card,Returned,,49995.0,47495.25,9499.050000000001,April,2025,Thursday
ORD1352,23-04-2025,Vikas,vikas87@gmail.com,,Delhi,Delhi,Chair,Furniture,3.0,4999.0,0.0,UPI,Delivered,26-04-2025,14997.0,14997.0,2999.4,April,2025,Wednesday
ORD1353,07-02-2025,Sneha,sneha65@gmail.com,9559368648.0,Bengaluru,Karnataka,Watch,Fashion,-1.0,2599.0,10.0,NetBanking,Pending,12-02-2025,-2599.0,-2339.1,-467.82,February,2025,Friday
ORD1354,03-04-2025,Rahul,rahul12@gmail.com,9783505215.0,Mumbai,Maharashtra,Mouse,Electronics,1.0,499.0,,Wallet,Returned,07-04-2025,499.0,499.0,99.80000000000001,April,2025,Thursday
ORD1355,10-03-2025,Sneha,sneha18@gmail.com,9117422351.0,Mumbai,Maharashtra,Watch,Fashion,4.0,999.0,15.0,Wallet,Pending,20-03-2025,3996.0,3396.6,679.32,March,2025,Monday
ORD1356,03-06-2025,Vikas,vikas64@gmail.com,9191378164.0,Bengaluru,Karnataka,Laptop,Electronics,4.0,2599.0,,NetBanking,Returned,13-06-2025,10396.0,10396.0,2079.2000000000003,June,2025,Tuesday
ORD1357,06-04-2025,Neha,neha91@gmail.com,9732569957.0,Bengaluru,Karnataka,Mouse,Electronics,5.0,2599.0,10.0,COD,Delivered,13-04-2025,12995.0,11695.5,2339.1,April,2025,Sunday
ORD1358,15-01-2025,Vikas,vikas80@gmail.com,9139900666.0,Pune,Maharashtra,Bottle,Home,4.0,9999.0,,UPI,Delivered,24-01-2025,39996.0,39996.0,7999.200000000001,January,2025,Wednesday
ORD1359,03-06-2025,Priya,priya71@gmail.com,9848437643.0,Bengaluru,Karnataka,Shoes,Fashion,5.0,1499.0,20.0,Wallet,Cancelled,09-06-2025,7495.0,5996.0,1199.2,June,2025,Tuesday
ORD1361,30-01-2025,Amit,amit73@gmail.com,9645486322.0,Lucknow,UP,Mouse,Electronics,3.0,1999.0,,NetBanking,Pending,09-02-2025,5997.0,5997.0,1199.4,January,2025,Thursday
ORD1362,13-05-2025,Priya,priya84@gmail.com,9419451949.0,Pune,Maharashtra,Bottle,Home,3.0,9999.0,20.0,UPI,Delivered,23-05-2025,29997.0,23997.600000000002,4799.52,May,2025,Tuesday
ORD1364,12-05-2025,Rahul,rahul80@gmail.com,9356805063.0,Bengaluru,Karnataka,Mouse,Electronics,5.0,499.0,15.0,COD,Cancelled,19-05-2025,2495.0,2120.75,424.15000000000003,May,2025,Monday
ORD1367,04-04-2025,Amit,amit5@gmail.com,9360955921.0,Lucknow,UP,Bottle,Home,-1.0,999.0,10.0,COD,Pending,09-04-2025,-999.0,-899.1,-179.82000000000002,April,2025,Friday
ORD1368,20-06-2025,Neha,neha37@gmail.com,9846729797.0,Lucknow,UP,Bottle,Home,-1.0,1999.0,,Wallet,Returned,25-06-2025,-1999.0,-1999.0,-399.8,June,2025,Friday
ORD1370,17-05-2025,Rahul,rahul24@gmail.com,9244713912.0,Bengaluru,Karnataka,Bottle,Home,5.0,4999.0,15.0,Wallet,Pending,22-05-2025,24995.0,21245.75,4249.150000000001,May,2025,Saturday
ORD1371,04-01-2025,Sneha,sneha55@gmail.com,9125679072.0,Jaipur,Rajasthan,Chair,Furniture,2.0,1999.0,0.0,Wallet,Delivered,14-01-2025,3998.0,3998.0,799.6,January,2025,Saturday
